Project;Network;Activity;Customer;WBS;Opr. short text;PM;TL;Latest Start Date;Latest Start Week;Latest Finish Date;Latest Finish Week;Activity Code;Original Finish Date;Latest Finish Day;Activity Description;Actual work;Work;Work Center;WBS Type
P.0027309;P.0027309;1504;BRIDOR USA[COMMA] INC.;P.0027309.13.003;ENG URM_CT CUTTER;W.T. Peters;P.H.W.M. Albers;20250526;22;20250605;23;EN;20250605;Thursday;Engineering;                                                                                              0.000;                                                                                               19.0;110BRD;02
P.0027309;P.0027309;1511;BRIDOR USA[COMMA] INC.;P.0027309.13.901;Eng Mechanical overall;W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;EM;20260109;Friday;Engineering Mechanical;                                                                                              0.000;                                                                                                4.8;110BRD;EM
P.0027309;P.0027309;1518;BRIDOR USA[COMMA] INC.;P.0027309.13.901.001;ENG ILC ENG Mechanical (Overall);W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;IM;20260109;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0027309;P.0027309;1524;BRIDOR USA[COMMA] INC.;P.0027309.14.001;ENG URM_SI FLOUR SIFTER;W.T. Peters;P.H.W.M. Albers;20250417;16;20250425;17;EN;20250425;Friday;Engineering;                                                                                              0.000;                                                                                                3.7;110BRD;61
P.0027309;P.0027309;1530;BRIDOR USA[COMMA] INC.;P.0027309.14.002;ENG URM_SI MOBILE FRAME FLOUR SIFTER;W.T. Peters;P.H.W.M. Albers;20250417;16;20250425;17;EN;20250425;Friday;Engineering;                                                                                              0.000;                                                                                                1.9;110BRD;61
P.0027309;P.0027309;1536;BRIDOR USA[COMMA] INC.;P.0027309.14.003;ENG URM_HF SIDE FILLER FLOUR SIFTER AUTO;W.T. Peters;P.H.W.M. Albers;20250417;16;20250425;17;EN;20250425;Friday;Engineering;                                                                                              0.000;                                                                                                1.1;110BRD;61
P.0027309;P.0027309;1542;BRIDOR USA[COMMA] INC.;P.0027309.14.901;Eng Mechanical overall;W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;EM;20260109;Friday;Engineering Mechanical;                                                                                              0.000;                                                                                                5.0;110BRD;EM
P.0027309;P.0027309;1549;BRIDOR USA[COMMA] INC.;P.0027309.14.901.001;ENG ILC ENG Mechanical (Overall);W.T. Peters;P.H.W.M. Albers;20250115;03;20260326;13;IM;20260326;Thursday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0027309;P.0027309;1550;BRIDOR USA[COMMA] INC.;P.0027309.14.902;Eng SW Development;W.T. Peters;P.H.W.M. Albers;20250115;03;20250930;40;SD;20250930;Tuesday;Engineering Software;                                                                                              0.000;                                                                                               11.6;130;SD
P.0027309;P.0027309;1557;BRIDOR USA[COMMA] INC.;P.0027309.14.906;Eng SW Testing;W.T. Peters;P.H.W.M. Albers;20251015;42;20251216;51;ST;20251216;Tuesday;S.W. Testing;                                                                                              0.000;                                                                                               11.6;140;ST
P.0027309;P.0027309;1560;BRIDOR USA[COMMA] INC.;P.0027309.14.911;ENG URM_ME ELECTRICAL CABINET FOR STAL U;W.T. Peters;P.H.W.M. Albers;20250417;16;20250425;17;EN;20250425;Friday;Engineering;                                                                                              0.000;                                                                                                5.4;110BRD;6E
P.0027309;P.0027309;1566;BRIDOR USA[COMMA] INC.;P.0027309.14.912;ENG URM_CO RELAIS REPLACEMENT CONTROL;W.T. Peters;P.H.W.M. Albers;20250514;20;20250523;21;EN;20250523;Friday;Engineering;                                                                                              0.000;                                                                                               15.1;120;6H
P.0027309;P.0027309;1568;BRIDOR USA[COMMA] INC.;P.0027309.14.912;ENG Safety PLC Testing URM_CO RELAIS REP;W.T. Peters;P.H.W.M. Albers;20250115;03;20251216;51;HT;20251216;Tuesday;Hardware Testing;                                                                                              0.000;                                                                                                1.5;120;6H
P.0027309;P.0027309;1572;BRIDOR USA[COMMA] INC.;P.0027309.15.001;ENG Extra control box Flour duster;W.T. Peters;P.H.W.M. Albers;20250418;16;20250430;18;EN;20250430;Wednesday;Engineering;                                                                                              0.000;                                                                                               19.2;110BRD;01
P.0027309;P.0027309;1579;BRIDOR USA[COMMA] INC.;P.0027309.15.901;Eng Mechanical overall;W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;EM;20260109;Friday;Engineering Mechanical;                                                                                              0.000;                                                                                                4.8;110BRD;EM
P.0027309;P.0027309;1586;BRIDOR USA[COMMA] INC.;P.0027309.15.901.001;ENG ILC ENG Mechanical (Overall);W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;IM;20260109;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0027309;P.0027309;1587;BRIDOR USA[COMMA] INC.;P.0027309.15.902;Eng SW Development;W.T. Peters;P.H.W.M. Albers;20250115;03;20251021;43;SD;20251021;Tuesday;Engineering Software;                                                                                              0.000;                                                                                                8.0;130;SD
